date,rank,song,artist,last-week,peak-rank,weeks-on-board
2020-04-25,44,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,54,44,5
2020-04-25,45,In Your Eyes,The Weeknd,47,16,4
2020-04-25,46,Dior,Pop Smoke,55,30,9
2020-04-25,47,Suicidal,YNW Melly & Juice WRLD,43,20,20
2020-04-25,48,Does To Me,Luke Combs Featuring Eric Church,50,48,5
2020-04-25,49,Hard To Forget,Sam Hunt,40,40,3
2020-04-25,50,Slow Dance In A Parking Lot,Jordan Davis,42,37,15
2020-04-25,51,Find My Way,DaBaby,22,22,2
2020-04-25,52,BEST ON EARTH,Russ & BIA,49,46,19
2020-04-25,53,Sum 2 Prove,Lil Baby,56,16,14
2020-04-25,54,Stupid Again,Tory Lanez,,54,1
2020-04-25,55,After A Few,Travis Denning,69,55,3
2020-04-25,56,Godzilla,Eminem Featuring Juice WRLD,53,3,13
2020-04-25,57,Before You Go,Lewis Capaldi,63,57,11
2020-04-25,58,Supalonely,BENEE Featuring Gus Dapperton,61,58,5
2020-04-25,59,Boyfriend,Selena Gomez,,59,1
2020-04-25,60,Walk Em Down,NLE Choppa Featuring Roddy Ricch,60,57,4
2020-04-25,61,Believe It,PARTYNEXTDOOR & Rihanna,58,23,3
2020-04-25,62,Yo Perreo Sola,Bad Bunny,59,53,5
2020-04-25,63,Turks,"NAV, Gunna & Travis Scott",46,17,3
2020-04-25,64,Broke In A Minute,Tory Lanez,,64,1
2020-04-25,65,You Should Be Sad,Halsey,52,26,14
2020-04-25,66,Come Thru,Summer Walker & Usher,68,42,16
2020-04-25,67,Homemade,Jake Owen,57,39,12
2020-04-25,68,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,65,65,12
2020-04-25,69,Tusa,Karol G & Nicki Minaj,66,42,20
2020-04-25,70,P*$$y Fairy (OTW),Jhene Aiko,70,40,13
2020-04-25,71,Out West,JACKBOYS Featuring Young Thug,73,38,14
2020-04-25,72,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",71,71,2
2020-04-25,73,If The World Was Ending,JP Saxe Featuring Julia Michaels,83,73,3
2020-04-25,74,Myron,Lil Uzi Vert,72,13,5
2020-04-25,75,Bluebird,Miranda Lambert,81,75,2
2020-04-25,76,The Other Side,SZA X Justin Timberlake,75,61,7
2020-04-25,77,What She Wants Tonight,Luke Bryan,62,46,17
2020-04-25,78,Sigues Con El,Arcangel x Sech,,78,1
2020-04-25,79,Here And Now,Kenny Chesney,93,79,2
2020-04-25,80,Die From A Broken Heart,Maddie & Tae,,80,1
2020-04-25,81,Underdog,Alicia Keys,79,69,4
2020-04-25,82,Emotionally Scarred,Lil Baby,85,31,7
2020-04-25,83,That Way,Lil Uzi Vert,87,20,7
2020-04-25,84,DND,Polo G,,84,1
2020-04-25,85,July,Noah Cyrus & Leon Bridges,97,85,7
2020-04-25,86,Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",86,81,5
2020-04-25,87,Ridin' Roads,Dustin Lynch,91,47,20
2020-04-25,88,The Man,Taylor Swift,88,23,8
2020-04-25,89,Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",80,55,6
2020-04-25,90,PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",,38,3
2020-04-25,91,Grace,Lil Baby & 42 Dugg,100,48,7
2020-04-25,92,P2,Lil Uzi Vert,92,11,6
2020-04-25,93,In Between,Scotty McCreery,,93,1
2020-04-25,94,Yummy,Justin Bieber,94,2,15
2020-04-25,95,Captain Hook,Megan Thee Stallion,,74,2
2020-04-25,96,Ride It.,Regard,,96,1
2020-04-25,97,B.I.T.C.H.,Megan Thee Stallion,82,31,10
2020-04-25,98,Girl Of My Dreams,Rod Wave,,98,1
2020-04-25,99,B.S.,Jhene Aiko Featuring H.E.R.,,24,5
2020-04-25,100,Boss Bitch,Doja Cat,,100,1
2020-04-18,1,Toosie Slide,Drake,,1,1
2020-04-18,2,Blinding Lights,The Weeknd,1,1,19
2020-04-18,3,The Box,Roddy Ricch,2,1,18
2020-04-18,4,Don't Start Now,Dua Lipa,3,2,23
2020-04-18,5,Life Is Good,Future Featuring Drake,5,2,13
2020-04-18,6,Circles,Post Malone,4,1,32
2020-04-18,7,Adore You,Harry Styles,6,6,18
2020-04-18,8,Say So,Doja Cat Featuring Nicki Minaj,7,7,14
2020-04-18,9,Intentions,Justin Bieber Featuring Quavo,8,8,9
2020-04-18,10,Everything I Wanted,Billie Eilish,9,8,22
2020-04-18,11,Someone You Loved,Lewis Capaldi,10,1,48
2020-04-18,12,The Bones,Maren Morris,14,12,29
2020-04-18,13,My Oh My,Camila Cabello Featuring DaBaby,15,13,18
2020-04-18,14,Savage,Megan Thee Stallion,18,14,4
2020-04-18,15,Memories,Maroon 5,13,2,29
2020-04-18,16,Roxanne,Arizona Zervas,11,4,23
2020-04-18,17,Hot Girl Bummer,blackbear,16,11,30
2020-04-18,18,Blueberry Faygo,Lil Mosey,19,18,9
2020-04-18,19,Heartless,The Weeknd,12,1,20
2020-04-18,20,I Hope,Gabby Barrett Featuring Charlie Puth,22,20,15
2020-04-18,21,Dance Monkey,Tones And I,20,4,27
2020-04-18,22,Find My Way,DaBaby,,22,1
2020-04-18,23,Falling,Trevor Daniel,25,23,21
2020-04-18,24,Nobody But You,Blake Shelton Duet With Gwen Stefani,32,24,13
2020-04-18,25,Heart On Ice,Rod Wave,30,25,22
2020-04-18,26,Ballin',Mustard & Roddy Ricch,24,11,38
2020-04-18,27,Chasin' You,Morgan Wallen,36,27,11
2020-04-18,28,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,26,26,20
2020-04-18,29,Catch,Brett Young,40,29,11
2020-04-18,30,Roses,SAINt JHN,39,30,3
2020-04-18,31,High Fashion,Roddy Ricch Featuring Mustard,31,20,15
2020-04-18,32,Stupid Love,Lady Gaga,27,5,6
2020-04-18,33,Death Bed,Powfu Featuring beabadoobee,43,33,4
2020-04-18,34,"10,000 Hours",Dan + Shay & Justin Bieber,28,4,27
2020-04-18,35,BOP,DaBaby,29,11,28
2020-04-18,36,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",49,36,9
2020-04-18,37,More Hearts Than Mine,Ingrid Andress,44,37,15
2020-04-18,38,No Guidance,Chris Brown Featuring Drake,35,5,44
2020-04-18,39,Break My Heart,Dua Lipa,21,21,2
2020-04-18,40,Hard To Forget,Sam Hunt,91,40,2
2020-04-18,41,I Love Me,Demi Lovato,41,18,5
2020-04-18,42,Slow Dance In A Parking Lot,Jordan Davis,37,37,14
2020-04-18,43,Suicidal,YNW Melly & Juice WRLD,33,20,19
2020-04-18,44,Sunday Best,Surfaces,52,44,6
2020-04-18,45,Slide,H.E.R. Featuring YG,45,45,16
2020-04-18,46,Turks,"NAV, Gunna & Travis Scott",17,17,2
2020-04-18,47,In Your Eyes,The Weeknd,42,16,3
2020-04-18,48,Homesick,Kane Brown,38,35,21
2020-04-18,49,BEST ON EARTH,Russ & BIA,48,46,18
2020-04-18,50,Does To Me,Luke Combs Featuring Eric Church,59,50,4
2020-04-18,51,I Hope You're Happy Now,Carly Pearce & Lee Brice,58,51,14
2020-04-18,52,You Should Be Sad,Halsey,34,26,13
2020-04-18,53,Godzilla,Eminem Featuring Juice WRLD,47,3,12
2020-04-18,54,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,56,54,4
2020-04-18,55,Dior,Pop Smoke,54,30,8
2020-04-18,56,Sum 2 Prove,Lil Baby,55,16,13
2020-04-18,57,Homemade,Jake Owen,51,39,11
2020-04-18,58,Believe It,PARTYNEXTDOOR & Rihanna,23,23,2
2020-04-18,59,Yo Perreo Sola,Bad Bunny,53,53,4
2020-04-18,60,Walk Em Down,NLE Choppa Featuring Roddy Ricch,57,57,3
2020-04-18,61,Supalonely,BENEE Featuring Gus Dapperton,62,61,4
2020-04-18,62,What She Wants Tonight,Luke Bryan,50,46,16
2020-04-18,63,Before You Go,Lewis Capaldi,66,63,10
2020-04-18,64,Fuck The World,Rod Wave,,64,1
2020-04-18,65,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,68,65,11
2020-04-18,66,Tusa,Karol G & Nicki Minaj,64,42,19
2020-04-18,67,Pray 4 Love,Rod Wave,,67,1
2020-04-18,68,Come Thru,Summer Walker & Usher,67,42,15
2020-04-18,69,After A Few,Travis Denning,78,69,2
2020-04-18,70,P*$$y Fairy (OTW),Jhene Aiko,65,40,12
2020-04-18,71,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",,71,1
2020-04-18,72,Myron,Lil Uzi Vert,63,13,4
2020-04-18,73,Out West,JACKBOYS Featuring Young Thug,72,38,13
2020-04-18,74,Thief In The Night,Rod Wave,,74,1
2020-04-18,75,The Other Side,SZA X Justin Timberlake,70,61,6
2020-04-18,76,Tycoon,Future,,76,1
2020-04-18,77,I Remember,Rod Wave,,77,1
2020-04-18,78,The Greatest,Rod Wave,,78,1
2020-04-18,79,Underdog,Alicia Keys,69,69,3
2020-04-18,80,Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",74,55,5
2020-04-18,81,Bluebird,Miranda Lambert,,81,1
2020-04-18,82,B.I.T.C.H.,Megan Thee Stallion,76,31,9
2020-04-18,83,If The World Was Ending,JP Saxe Featuring Julia Michaels,96,83,2
2020-04-18,84,Ribbon In The Sky,Rod Wave,,84,1
2020-04-18,85,Emotionally Scarred,Lil Baby,73,31,6
2020-04-18,86,Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",86,81,4
2020-04-18,87,That Way,Lil Uzi Vert,79,20,6
2020-04-18,88,The Man,Taylor Swift,90,23,7
2020-04-18,89,Last Time I Say Sorry,Kane Brown & John Legend,93,89,2
2020-04-18,90,After Hours,The Weeknd,61,20,7
2020-04-18,91,Ridin' Roads,Dustin Lynch,88,47,19
2020-04-18,92,P2,Lil Uzi Vert,75,11,5
2020-04-18,93,Here And Now,Kenny Chesney,,93,1
2020-04-18,94,Yummy,Justin Bieber,84,2,14
2020-04-18,95,Thug Life,Rod Wave,,95,1
2020-04-18,96,Heatin Up,Lil Baby & Gunna,95,18,6
2020-04-18,97,July,Noah Cyrus & Leon Bridges,100,91,6
2020-04-18,98,What A Man Gotta Do,Jonas Brothers,94,16,12
2020-04-18,99,No Weakness,Rod Wave,,99,1
2020-04-18,100,Grace,Lil Baby & 42 Dugg,82,48,6
2020-04-11,1,Blinding Lights,The Weeknd,1,1,18
2020-04-11,2,The Box,Roddy Ricch,2,1,17
2020-04-11,3,Don't Start Now,Dua Lipa,3,2,22
2020-04-11,4,Circles,Post Malone,5,1,31
2020-04-11,5,Life Is Good,Future Featuring Drake,6,2,12
2020-04-11,6,Adore You,Harry Styles,7,6,17
2020-04-11,7,Say So,Doja Cat Featuring Nicki Minaj,9,7,13
2020-04-11,8,Intentions,Justin Bieber Featuring Quavo,8,8,8
2020-04-11,9,Everything I Wanted,Billie Eilish,12,8,21
2020-04-11,10,Someone You Loved,Lewis Capaldi,11,1,47
2020-04-11,11,Roxanne,Arizona Zervas,10,4,22
2020-04-11,12,Heartless,The Weeknd,4,1,19
2020-04-11,13,Memories,Maroon 5,14,2,28
2020-04-11,14,The Bones,Maren Morris,17,14,28
2020-04-11,15,My Oh My,Camila Cabello Featuring DaBaby,18,15,17
2020-04-11,16,Hot Girl Bummer,blackbear,13,11,29
2020-04-11,17,Turks,"NAV, Gunna & Travis Scott",,17,1
2020-04-11,18,Savage,Megan Thee Stallion,20,18,3
2020-04-11,19,Blueberry Faygo,Lil Mosey,37,19,8
2020-04-11,20,Dance Monkey,Tones And I,15,4,26
2020-04-11,21,Break My Heart,Dua Lipa,,21,1
2020-04-11,22,I Hope,Gabby Barrett Featuring Charlie Puth,30,22,14
2020-04-11,23,Believe It,PARTYNEXTDOOR & Rihanna,,23,1
2020-04-11,24,Ballin',Mustard & Roddy Ricch,23,11,37
2020-04-11,25,Falling,Trevor Daniel,29,25,20
2020-04-11,26,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,26,26,19
2020-04-11,27,Stupid Love,Lady Gaga,27,5,5
2020-04-11,28,"10,000 Hours",Dan + Shay & Justin Bieber,19,4,26
2020-04-11,29,BOP,DaBaby,31,11,27
2020-04-11,30,Heart On Ice,Rod Wave,43,30,21
2020-04-11,31,High Fashion,Roddy Ricch Featuring Mustard,36,20,14
2020-04-11,32,Nobody But You,Blake Shelton Duet With Gwen Stefani,44,32,12
2020-04-11,33,Suicidal,YNW Melly & Juice WRLD,35,20,18
2020-04-11,34,You Should Be Sad,Halsey,33,26,12
2020-04-11,35,No Guidance,Chris Brown Featuring Drake,34,5,43
2020-04-11,36,Chasin' You,Morgan Wallen,53,36,10
2020-04-11,37,Slow Dance In A Parking Lot,Jordan Davis,49,37,13
2020-04-11,38,Homesick,Kane Brown,40,35,20
2020-04-11,39,Roses,SAINt JHN,55,39,2
2020-04-11,40,Catch,Brett Young,61,40,10
2020-04-11,41,I Love Me,Demi Lovato,48,18,4
2020-04-11,42,In Your Eyes,The Weeknd,16,16,2
2020-04-11,43,Death Bed,Powfu Featuring beabadoobee,59,43,3
2020-04-11,44,More Hearts Than Mine,Ingrid Andress,56,44,14
2020-04-11,45,Slide,H.E.R. Featuring YG,51,45,15
2020-04-11,46,Woah,Lil Baby,42,15,21
2020-04-11,47,Godzilla,Eminem Featuring Juice WRLD,38,3,11
2020-04-11,48,BEST ON EARTH,Russ & BIA,52,46,17
2020-04-11,49,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",57,48,8
2020-04-11,50,What She Wants Tonight,Luke Bryan,46,46,15
2020-04-11,51,Homemade,Jake Owen,50,39,10
2020-04-11,52,Sunday Best,Surfaces,62,52,5
2020-04-11,53,Yo Perreo Sola,Bad Bunny,,53,3
2020-04-11,54,Dior,Pop Smoke,58,30,7
2020-04-11,55,Sum 2 Prove,Lil Baby,60,16,12
2020-04-11,56,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,68,56,3
2020-04-11,57,Walk Em Down,NLE Choppa Featuring Roddy Ricch,94,57,2
2020-04-11,58,I Hope You're Happy Now,Carly Pearce & Lee Brice,64,58,13
2020-04-11,59,Does To Me,Luke Combs Featuring Eric Church,63,59,3
2020-04-11,60,Loyal,PARTYNEXTDOOR Featuring Drake,,60,3
2020-04-11,61,After Hours,The Weeknd,22,20,6
2020-04-11,62,Supalonely,BENEE Featuring Gus Dapperton,71,62,3
2020-04-11,63,Myron,Lil Uzi Vert,54,13,3
2020-04-11,64,Tusa,Karol G & Nicki Minaj,66,42,18
2020-04-11,65,P*$$y Fairy (OTW),Jhene Aiko,67,40,11
2020-04-11,66,Before You Go,Lewis Capaldi,77,66,9
2020-04-11,67,Come Thru,Summer Walker & Usher,88,42,14
2020-04-11,68,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,90,68,10
2020-04-11,69,Underdog,Alicia Keys,,69,2
2020-04-11,70,The Other Side,SZA X Justin Timberlake,79,61,5
2020-04-11,71,Know Your Worth,Khalid x Disclosure,82,57,8
2020-04-11,72,Out West,JACKBOYS Featuring Young Thug,78,38,12
2020-04-11,73,Emotionally Scarred,Lil Baby,89,31,5
2020-04-11,74,Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",75,55,4
2020-04-11,75,P2,Lil Uzi Vert,70,11,4
2020-04-11,76,B.I.T.C.H.,Megan Thee Stallion,81,31,8
2020-04-11,77,Physical,Dua Lipa,,60,2
2020-04-11,78,After A Few,Travis Denning,,78,1
2020-04-11,79,That Way,Lil Uzi Vert,73,20,5
2020-04-11,80,B.S.,Jhene Aiko Featuring H.E.R.,76,24,4
2020-04-11,81,I Love My Country,Florida Georgia Line,,81,1
2020-04-11,82,Grace,Lil Baby & 42 Dugg,85,48,5
2020-04-11,83,Make No Sense,YoungBoy Never Broke Again,96,57,20
2020-04-11,84,Yummy,Justin Bieber,83,2,13
2020-04-11,85,Save Your Tears,The Weeknd,41,41,2
2020-04-11,86,Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",,81,3
2020-04-11,87,La Dificil,Bad Bunny,100,33,5
2020-04-11,88,Ridin' Roads,Dustin Lynch,,47,18
2020-04-11,89,Si Veo A Tu Mama,Bad Bunny,92,32,5
2020-04-11,90,The Man,Taylor Swift,,23,6
2020-04-11,91,Hard To Forget,Sam Hunt,,91,1
2020-04-11,92,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,98,60,7
2020-04-11,93,Last Time I Say Sorry,Kane Brown & John Legend,,93,1
2020-04-11,94,What A Man Gotta Do,Jonas Brothers,72,16,11
2020-04-11,95,Heatin Up,Lil Baby & Gunna,91,18,5
2020-04-11,96,If The World Was Ending,JP Saxe Featuring Julia Michaels,,96,1
2020-04-11,97,Vete,Bad Bunny,99,33,18
2020-04-11,98,Baby Pluto,Lil Uzi Vert,74,6,4
2020-04-11,99,Into The Unknown,Idina Menzel & AURORA,97,46,12
2020-04-11,100,July,Noah Cyrus & Leon Bridges,,91,5
2020-04-04,1,Blinding Lights,The Weeknd,2,1,17
2020-04-04,2,The Box,Roddy Ricch,1,1,16
2020-04-04,3,Don't Start Now,Dua Lipa,3,2,21
2020-04-04,4,Heartless,The Weeknd,16,1,18
2020-04-04,5,Circles,Post Malone,5,1,30
2020-04-04,6,Life Is Good,Future Featuring Drake,4,2,11
2020-04-04,7,Adore You,Harry Styles,7,7,16
2020-04-04,8,Intentions,Justin Bieber Featuring Quavo,8,8,7
2020-04-04,9,Say So,Doja Cat Featuring Nicki Minaj,14,9,12
2020-04-04,10,Roxanne,Arizona Zervas,6,4,21
2020-04-04,11,Someone You Loved,Lewis Capaldi,9,1,46
2020-04-04,12,Everything I Wanted,Billie Eilish,10,8,20
2020-04-04,13,Hot Girl Bummer,blackbear,11,11,28
2020-04-04,14,Memories,Maroon 5,12,2,27
2020-04-04,15,Dance Monkey,Tones And I,15,4,25
2020-04-04,16,In Your Eyes,The Weeknd,,16,1
2020-04-04,17,The Bones,Maren Morris,17,17,27
2020-04-04,18,My Oh My,Camila Cabello Featuring DaBaby,18,18,16
2020-04-04,19,"10,000 Hours",Dan + Shay & Justin Bieber,22,4,25
2020-04-04,20,Savage,Megan Thee Stallion,98,20,2
2020-04-04,21,Alone Again,The Weeknd,,21,1
2020-04-04,22,After Hours,The Weeknd,,20,5
2020-04-04,23,Ballin',Mustard & Roddy Ricch,21,11,36
2020-04-04,24,Scared To Live,The Weeknd,,24,1
2020-04-04,25,Hardest To Love,The Weeknd,,25,1
2020-04-04,26,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,30,26,18
2020-04-04,27,Stupid Love,Lady Gaga,25,5,4
2020-04-04,28,Too Late,The Weeknd,,28,1
2020-04-04,29,Falling,Trevor Daniel,29,25,19
2020-04-04,30,I Hope,Gabby Barrett Featuring Charlie Puth,36,30,13
2020-04-04,31,BOP,DaBaby,24,11,26
2020-04-04,32,Snowchild,The Weeknd,,32,1
2020-04-04,33,You Should Be Sad,Halsey,34,26,11
2020-04-04,34,No Guidance,Chris Brown Featuring Drake,32,5,42
2020-04-04,35,Suicidal,YNW Melly & Juice WRLD,20,20,17
2020-04-04,36,High Fashion,Roddy Ricch Featuring Mustard,33,20,13
2020-04-04,37,Blueberry Faygo,Lil Mosey,38,37,7
2020-04-04,38,Godzilla,Eminem Featuring Juice WRLD,23,3,10
2020-04-04,39,Escape From LA,The Weeknd,,39,1
2020-04-04,40,Homesick,Kane Brown,35,35,19
2020-04-04,41,Save Your Tears,The Weeknd,,41,1
2020-04-04,42,Woah,Lil Baby,28,15,20
2020-04-04,43,Heart On Ice,Rod Wave,40,40,20
2020-04-04,44,Nobody But You,Blake Shelton Duet With Gwen Stefani,53,43,11
2020-04-04,45,Faith,The Weeknd,,45,1
2020-04-04,46,What She Wants Tonight,Luke Bryan,49,46,14
2020-04-04,47,Lose You To Love Me,Selena Gomez,31,1,23
2020-04-04,48,I Love Me,Demi Lovato,43,18,3
2020-04-04,49,Slow Dance In A Parking Lot,Jordan Davis,59,49,12
2020-04-04,50,Homemade,Jake Owen,39,39,9
2020-04-04,51,Slide,H.E.R. Featuring YG,47,47,14
2020-04-04,52,BEST ON EARTH,Russ & BIA,46,46,16
2020-04-04,53,Chasin' You,Morgan Wallen,58,53,9
2020-04-04,54,Myron,Lil Uzi Vert,13,13,2
2020-04-04,55,Roses,SAINt JHN,,55,1
2020-04-04,56,More Hearts Than Mine,Ingrid Andress,56,56,13
2020-04-04,57,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",48,48,7
2020-04-04,58,Dior,Pop Smoke,50,30,6
2020-04-04,59,Death Bed,Powfu Featuring beabadoobee,71,59,2
2020-04-04,60,Sum 2 Prove,Lil Baby,51,16,11
2020-04-04,61,Catch,Brett Young,65,61,9
2020-04-04,62,Sunday Best,Surfaces,74,62,4
2020-04-04,63,Does To Me,Luke Combs Featuring Eric Church,86,63,2
2020-04-04,64,I Hope You're Happy Now,Carly Pearce & Lee Brice,81,64,12
2020-04-04,65,homecoming queen?,Kelsea Ballerini,,65,13
2020-04-04,66,Tusa,Karol G & Nicki Minaj,64,42,17
2020-04-04,67,P*$$y Fairy (OTW),Jhene Aiko,61,40,10
2020-04-04,68,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,91,68,2
2020-04-04,69,Repeat After Me (Interlude),The Weeknd,,69,1
2020-04-04,70,P2,Lil Uzi Vert,37,11,3
2020-04-04,71,Supalonely,BENEE Featuring Gus Dapperton,88,71,2
2020-04-04,72,What A Man Gotta Do,Jonas Brothers,63,16,10
2020-04-04,73,That Way,Lil Uzi Vert,41,20,4
2020-04-04,74,Baby Pluto,Lil Uzi Vert,27,6,3
2020-04-04,75,Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",55,55,3
2020-04-04,76,B.S.,Jhene Aiko Featuring H.E.R.,57,24,3
2020-04-04,77,Before You Go,Lewis Capaldi,97,71,8
2020-04-04,78,Out West,JACKBOYS Featuring Young Thug,,38,11
2020-04-04,79,The Other Side,SZA X Justin Timberlake,77,61,4
2020-04-04,80,Until I Bleed Out,The Weeknd,,80,1
2020-04-04,81,B.I.T.C.H.,Megan Thee Stallion,79,31,7
2020-04-04,82,Know Your Worth,Khalid x Disclosure,93,57,7
2020-04-04,83,Yummy,Justin Bieber,78,2,12
2020-04-04,84,To Die For,Sam Smith,84,46,6
2020-04-04,85,Grace,Lil Baby & 42 Dugg,75,48,4
2020-04-04,86,Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,19,19,2
2020-04-04,87,Lo Mein,Lil Uzi Vert,42,8,3
2020-04-04,88,Come Thru,Summer Walker & Usher,99,42,13
2020-04-04,89,Emotionally Scarred,Lil Baby,85,31,4
2020-04-04,90,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,,73,9
2020-04-04,91,Heatin Up,Lil Baby & Gunna,73,18,4
2020-04-04,92,Si Veo A Tu Mama,Bad Bunny,70,32,4
2020-04-04,93,Yessirskiii,Lil Uzi Vert & 21 Savage,26,26,2
2020-04-04,94,Walk Em Down,NLE Choppa Featuring Roddy Ricch,,94,1
2020-04-04,95,The Other Girl,Kelsea Ballerini x Halsey,,95,1
2020-04-04,96,Make No Sense,YoungBoy Never Broke Again,100,57,19
2020-04-04,97,Into The Unknown,Idina Menzel & AURORA,,46,11
2020-04-04,98,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,96,60,6
2020-04-04,99,Vete,Bad Bunny,92,33,17
2020-04-04,100,La Dificil,Bad Bunny,80,33,4
2020-03-28,1,The Box,Roddy Ricch,1,1,15
2020-03-28,2,Blinding Lights,The Weeknd,4,2,16
2020-03-28,3,Don't Start Now,Dua Lipa,2,2,20
2020-03-28,4,Life Is Good,Future Featuring Drake,3,2,10
2020-03-28,5,Circles,Post Malone,5,1,29
2020-03-28,6,Roxanne,Arizona Zervas,7,4,20
2020-03-28,7,Adore You,Harry Styles,16,7,15
2020-03-28,8,Intentions,Justin Bieber Featuring Quavo,10,8,6
2020-03-28,9,Someone You Loved,Lewis Capaldi,15,1,45
2020-03-28,10,Everything I Wanted,Billie Eilish,14,8,19
2020-03-28,11,Hot Girl Bummer,blackbear,17,11,27
2020-03-28,12,Memories,Maroon 5,13,2,26
2020-03-28,13,Myron,Lil Uzi Vert,,13,1
2020-03-28,14,Say So,Doja Cat Featuring Nicki Minaj,19,14,11
2020-03-28,15,Dance Monkey,Tones And I,12,4,24
2020-03-28,16,Heartless,The Weeknd,21,1,17
2020-03-28,17,The Bones,Maren Morris,23,17,26
2020-03-28,18,My Oh My,Camila Cabello Featuring DaBaby,26,18,15
2020-03-28,19,Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,,19,1
2020-03-28,20,Suicidal,YNW Melly & Juice WRLD,,20,16
2020-03-28,21,Ballin',Mustard & Roddy Ricch,29,11,35
2020-03-28,22,"10,000 Hours",Dan + Shay & Justin Bieber,27,4,24
2020-03-28,23,Godzilla,Eminem Featuring Juice WRLD,32,3,9
2020-03-28,24,BOP,DaBaby,35,11,25
2020-03-28,25,Stupid Love,Lady Gaga,30,5,3
2020-03-28,26,Yessirskiii,Lil Uzi Vert & 21 Savage,,26,1
2020-03-28,27,Baby Pluto,Lil Uzi Vert,6,6,2
2020-03-28,28,Woah,Lil Baby,31,15,19
2020-03-28,29,Falling,Trevor Daniel,42,25,18
2020-03-28,30,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,47,30,17
2020-03-28,31,Lose You To Love Me,Selena Gomez,38,1,22
2020-03-28,32,No Guidance,Chris Brown Featuring Drake,46,5,41
2020-03-28,33,High Fashion,Roddy Ricch Featuring Mustard,43,20,12
2020-03-28,34,You Should Be Sad,Halsey,41,26,10
2020-03-28,35,Homesick,Kane Brown,44,35,18
2020-03-28,36,I Hope,Gabby Barrett Featuring Charlie Puth,50,36,12
2020-03-28,37,P2,Lil Uzi Vert,11,11,2
2020-03-28,38,Blueberry Faygo,Lil Mosey,53,38,6
2020-03-28,39,Homemade,Jake Owen,60,39,8
2020-03-28,40,Heart On Ice,Rod Wave,58,40,19
2020-03-28,41,That Way,Lil Uzi Vert,20,20,3
2020-03-28,42,Lo Mein,Lil Uzi Vert,8,8,2
2020-03-28,43,I Love Me,Demi Lovato,18,18,2
2020-03-28,44,Good As Hell,Lizzo,49,3,30
2020-03-28,45,Lotus,Lil Uzi Vert,,45,1
2020-03-28,46,BEST ON EARTH,Russ & BIA,62,46,15
2020-03-28,47,Slide,H.E.R. Featuring YG,61,47,13
2020-03-28,48,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",73,48,6
2020-03-28,49,What She Wants Tonight,Luke Bryan,78,49,13
2020-03-28,50,Dior,Pop Smoke,55,30,5
2020-03-28,51,Sum 2 Prove,Lil Baby,52,16,10
2020-03-28,52,Silly Watch,Lil Uzi Vert,9,9,2
2020-03-28,53,Nobody But You,Blake Shelton Duet With Gwen Stefani,69,43,10
2020-03-28,54,Wassup,Lil Uzi Vert Featuring Future,,54,1
2020-03-28,55,Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",89,55,2
2020-03-28,56,More Hearts Than Mine,Ingrid Andress,85,56,12
2020-03-28,57,B.S.,Jhene Aiko Featuring H.E.R.,24,24,2
2020-03-28,58,Chasin' You,Morgan Wallen,70,58,8
2020-03-28,59,Slow Dance In A Parking Lot,Jordan Davis,77,59,11
2020-03-28,60,Strawberry Peels,Lil Uzi Vert Featuring Young Thug & Gunna,,60,1
2020-03-28,61,P*$$y Fairy (OTW),Jhene Aiko,40,40,9
